Game Turn, Player, Category, Target Type, Target Info, Unit Info, Extra
75, 24, Wander, , , UNIT_ARCHER (393219), Move To: 62 42
75, 24, Wander, , , UNIT_ARCHER (589829), Move To: 58 39
75, 24, Wander, , , UNIT_ARCHER (655366), Move To: 60 40
75, 24, Wander, , , UNIT_ARCHER (720903), Move To: 59 40
75, 24, Wander, , , UNIT_ARCHER (786440), Move To: 59 42
75, 24, Wander, , , UNIT_ARCHER (851977), Move To: 58 43
75, 25, Wander, , , UNIT_WARRIOR (196610), Move To: 18 25
75, 25, Wander, , , UNIT_ARCHER (524292), Move To: 22 22
75, 25, Wander, , , UNIT_ARCHER (655365), Move To: 21 23
75, 25, Wander, , , UNIT_ARCHER (786438), Move To: 19 24
75, 63, Barbarian Rampage, TARGET_LOW_PRIORITY_UNIT, ?, UNIT_QUADRIREME (3145775), 56:14
75, 63, Barbarian Rampage, TARGET_ENEMY_PASSIVE_DISTRICT, ?, UNIT_QUADRIREME (4325441), 5:16
75, 63, Barbarian Rampage, TARGET_HIGH_PRIORITY_UNIT, ?, UNIT_QUADRIREME (5046348), 20:38
75, 63, Barbarian Rampage, TARGET_ENEMY_COMBAT_DISTRICT, ?, UNIT_QUADRIREME (7012458), 22:41
75, 63, Barbarian Rampage, TARGET_HIGH_PRIORITY_UNIT, ?, UNIT_QUADRIREME (8781957), 20:38
75, 63, Attack Units, TARGET_HIGH_PRIORITY_UNIT, UNIT_WARRIOR (917505), UNIT_WARRIOR (9306253), Expected Damage: 0, Move 58 23 Attack 59 23
75, 63, Attack Units, TARGET_HIGH_PRIORITY_UNIT, UNIT_WARRIOR (458755), UNIT_WARRIOR (8192124), Expected Damage: 0, Move 7 42 Attack 6 42
75, 63, Attack Units, TARGET_HIGH_PRIORITY_UNIT, UNIT_SCOUT (720901), UNIT_WARRIOR (5701718), Expected Damage: 0, Move 21 41 Attack -9999 -9999
75, 63, Attack Units, TARGET_HIGH_PRIORITY_UNIT, UNIT_SCOUT (720901), UNIT_WARRIOR (8454272), Expected Damage: 0, Move 22 40 Attack -9999 -9999
75, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (917517), AT: 14 2
75, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (2031646), AT: 61 2
75, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (9633938), AT: 28 7
75, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (524295), AT: 29 19
75, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (2752553), AT: 56 24
75, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (3211312), AT: 46 31
75, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (2228257), AT: 35 36
75, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1703961), AT: 81 37
75, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (10158234), AT: 15 38
75, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (10354845), AT: 54 41
75, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (786443), AT: 5 47
75, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1179665), AT: 20 47
75, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1310739), AT: 75 48
75, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1441813), AT: 57 50
75, 63, Wander, , , UNIT_WARRIOR (2621479), Move To: 28 21
75, 63, Wander, , , UNIT_WARRIOR (3407923), Move To: 78 44
75, 63, Wander, , , UNIT_SLINGER (4456515), Move To: 27 23
75, 63, Wander, , , UNIT_SLINGER (5308496), Move To: 76 46
75, 63, Wander, , , UNIT_QUADRIREME (6094940), Move To: 37 38
75, 63, Wander, , , UNIT_WARRIOR (6488162), Move To: 19 46
75, 63, Wander, , , UNIT_WARRIOR (6619236), Move To: 28 22
75, 63, Wander, , , UNIT_WARRIOR (6815847), Move To: 21 45
75, 63, Wander, , , UNIT_WARRIOR (7274606), Move To: 75 43
75, 63, Wander, , , UNIT_QUADRIREME (8061050), Move To: 36 32
75, 63, Wander, , , UNIT_ARCHER (8257661), Move To: 29 20
75, 63, Wander, , , UNIT_QUADRIREME (8650883), Move To: 14 5
75, 63, Wander, , , UNIT_WARRIOR (9437327), Move To: 76 47
75, 63, Wander, , , UNIT_ARCHER (9502864), Move To: 79 34
75, 63, Wander, , , UNIT_WARRIOR (9699475), Move To: 53 49
75, 63, Wander, , , UNIT_ARCHER (10027160), Move To: 63 4
75, 63, Wander, , , UNIT_WARRIOR (10289308), Move To: 5 48
75, 63, HL: Move To Safety, , , UNIT_SCOUT (10223771), Move To: 16 38
75, 63, HL: Move To Safety, , , UNIT_SCOUT (10420382), Move To: 54 41
75, 63, HL: Explore fallback, , , UNIT_SCOUT (589832), Move To: 26 29
75, 63, HL: Explore fallback, , , UNIT_SCOUT (5505107), Move To: 79 39
75, 63, HL: Explore tertiary regions, , , UNIT_SCOUT (9044105), Move To: 77 11
75, 63, HL: Explore fallback, , , UNIT_SCOUT (9896086), Move To: 43 37
75, 63, HL: Explore cur region, , , UNIT_SCOUT (9961623), Move To: 1 39
75, 63, HL: Explore tertiary regions, , , UNIT_SCOUT (10092697), Move To: 52 17
75, 63, HL: End Turn, , , UNIT_SCOUT (589832)
75, 63, HL: End Turn, , , UNIT_SCOUT (1245202)
75, 63, HL: End Turn, , , UNIT_SCOUT (1769498)
75, 63, HL: End Turn, , , UNIT_SCOUT (5505107)
75, 63, HL: End Turn, , , UNIT_BUILDER (5636181)
75, 63, HL: End Turn, , , UNIT_SCOUT (8716420)
75, 63, HL: End Turn, , , UNIT_BUILDER (8913031)
75, 63, HL: End Turn, , , UNIT_SCOUT (9044105)
75, 63, HL: End Turn, , , UNIT_SCOUT (9240716)
75, 63, HL: End Turn, , , UNIT_SCOUT (9896086)
75, 63, HL: End Turn, , , UNIT_SCOUT (9961623)
75, 63, HL: End Turn, , , UNIT_SCOUT (10092697)
76, 2, HL: Explore, , , UNIT_SCOUT (524294), Move To: 79 21
76, 2, HL: End Turn, , , UNIT_SCOUT (196608)
76, 2, HL: End Turn, , , UNIT_SCOUT (524294)
76, 8, Wander, , , UNIT_SLINGER (262144), Move To: 13 17
76, 8, Wander, , , UNIT_WARRIOR (131073), Move To: 15 19
76, 8, Wander, , , UNIT_ARCHER (720899), Move To: 6 21
76, 8, Wander, , , UNIT_ARCHER (524294), Move To: 14 17
76, 8, Wander Back to City, , , UNIT_ARCHER (589831), Move To: 11 21
76, 8, Wander, , , UNIT_ARCHER (655368), Move To: 14 16
76, 8, Wander, , , UNIT_ARCHER (786441), Move To: 12 25
76, 8, Wander, , , UNIT_ARCHER (851978), Move To: 12 22
76, 8, Wander, , , UNIT_ARCHER (917515), Move To: 11 25
76, 8, Wander, , , UNIT_ARCHER (983052), Move To: 12 23
76, 9, Wander, , , UNIT_WARRIOR (589824), Move To: 55 13
76, 9, Wander, , , UNIT_WARRIOR (131073), Move To: 58 9
76, 9, Wander, , , UNIT_WARRIOR (196610), Move To: 58 11
76, 9, Wander, , , UNIT_WARRIOR (327683), Move To: 55 15
76, 9, Wander, , , UNIT_WARRIOR (458756), Move To: 56 8
76, 9, Wander, , , UNIT_WARRIOR (524293), Move To: 57 11
76, 10, Wander, , , UNIT_ARCHER (458752), Move To: 15 23
76, 10, Wander, , , UNIT_WARRIOR (131073), Move To: 19 16
76, 10, Wander, , , UNIT_WARRIOR (196610), Move To: 16 17
76, 10, Wander, , , UNIT_ARCHER (655366), Move To: 18 19
76, 10, HL: End Turn, , , UNIT_SETTLER (720901)
76, 10, HL: End Turn, , , UNIT_BUILDER (786439)
76, 11, Wander, , , UNIT_WARRIOR (262144), Move To: 67 20
76, 11, Wander, , , UNIT_WARRIOR (196610), Move To: 65 19
76, 11, Wander, , , UNIT_ARCHER (327683), Move To: 65 20
76, 11, Wander, , , UNIT_ARCHER (393220), Move To: 64 22
76, 11, Wander, , , UNIT_ARCHER (458757), Move To: 63 21
76, 12, Wander, , , UNIT_WARRIOR (131073), Move To: 64 13
76, 12, Wander, , , UNIT_HORSEMAN (720900), Move To: 67 12
76, 12, Wander, , , UNIT_HORSEMAN (589829), Move To: 69 8
76, 12, Wander, , , UNIT_HORSEMAN (655366), Move To: 65 10
76, 13, Wander, , , UNIT_WARRIOR (131073), Move To: 76 31
76, 13, Wander, , , UNIT_WARRIOR (196610), Move To: 74 25
76, 13, Wander, , , UNIT_ARCHER (589827), Move To: 76 30
76, 13, Wander, , , UNIT_ARCHER (458756), Move To: 77 26
76, 13, Wander, , , UNIT_ARCHER (524293), Move To: 74 23
76, 13, Wander, , , UNIT_ARCHER (655366), Move To: 76 29
76, 14, Wander, , , UNIT_WARRIOR (524289), Move To: 73 10
76, 14, Wander, , , UNIT_WARRIOR (196610), Move To: 74 15
76, 14, Wander, , , UNIT_ARCHER (786435), Move To: 78 12
76, 14, Wander, , , UNIT_WARRIOR (458756), Move To: 73 13
76, 14, Wander, , , UNIT_WARRIOR (655365), Move To: 77 13
76, 14, Wander, , , UNIT_ARCHER (720902), Move To: 76 14
76, 14, Wander, , , UNIT_ARCHER (851975), Move To: 76 12
76, 14, Wander, , , UNIT_ARCHER (917512), Move To: 78 14
76, 14, Wander, , , UNIT_ARCHER (983049), Move To: 76 11
76, 14, Wander, , , UNIT_ARCHER (1048586), Move To: 75 10
76, 14, HL: End Turn, , , UNIT_BUILDER (589824)
76, 15, Attack Units, TARGET_LOW_PRIORITY_UNIT, UNIT_SCOUT (9044105), UNIT_ARCHER (524288), Expected Damage: 0, Move 68 5 Attack 70 4
76, 15, Wander, , , UNIT_ARCHER (655361), Move To: 62 11
76, 15, Wander, , , UNIT_WARRIOR (196610), Move To: 63 10
76, 15, Wander, , , UNIT_ARCHER (458756), Move To: 61 14
76, 15, Wander, , , UNIT_ARCHER (589829), Move To: 60 9
76, 15, HL: End Turn, , , UNIT_BUILDER (393219)
76, 16, Wander, , , UNIT_WARRIOR (393216), Move To: 27 15
76, 16, Wander, , , UNIT_WARRIOR (131073), Move To: 25 14
76, 16, Wander, , , UNIT_WARRIOR (196610), Move To: 24 12
76, 16, Wander, , , UNIT_ARCHER (589827), Move To: 23 12
76, 16, Wander, , , UNIT_WARRIOR (458756), Move To: 27 12
76, 16, Wander, , , UNIT_WARRIOR (524293), Move To: 26 12
76, 16, Wander, , , UNIT_ARCHER (655366), Move To: 26 15
76, 16, Wander, , , UNIT_ARCHER (720903), Move To: 26 11
76, 16, Wander, , , UNIT_ARCHER (786440), Move To: 30 12
76, 16, Wander, , , UNIT_ARCHER (851977), Move To: 28 13
76, 18, Heal, , , UNIT_ARCHER (393220), 
76, 18, Wander, , , UNIT_ARCHER (458752), Move To: 71 31
76, 18, Wander, , , UNIT_ARCHER (589825), Move To: 69 29
76, 18, Wander, , , UNIT_WARRIOR (196610), Move To: 72 32
76, 18, Wander, , , UNIT_ARCHER (327683), Move To: 72 33
76, 18, Wander, , , UNIT_ARCHER (655366), Move To: 72 28
76, 18, HL: End Turn, , , UNIT_BUILDER (524293)
76, 19, Wander, , , UNIT_ARCHER (393216), Move To: 15 21
76, 19, Wander, , , UNIT_WARRIOR (196610), Move To: 16 20
76, 19, Wander, , , UNIT_HORSEMAN (458755), Move To: 14 29
76, 20, Heal, , , UNIT_WARRIOR (131073), 
76, 20, Wander, , , UNIT_WARRIOR (196610), Move To: 77 24
76, 20, Wander, , , UNIT_ARCHER (393220), Move To: 76 19
76, 20, Wander, , , UNIT_ARCHER (458757), Move To: 77 22
76, 20, Wander, , , UNIT_ARCHER (524294), Move To: 76 23
76, 20, Wander, , , UNIT_ARCHER (589831), Move To: 76 21
76, 20, HL: End Turn, , , UNIT_BUILDER (720896)
76, 21, Wander, , , UNIT_ARCHER (458752), Move To: 54 33
76, 21, Wander, , , UNIT_WARRIOR (196610), Move To: 56 35
76, 21, Wander, , , UNIT_WARRIOR (327683), Move To: 53 40
76, 21, HL: End Turn, , , UNIT_BUILDER (655366)
76, 22, Wander, , , UNIT_WARRIOR (196610), Move To: 10 45
76, 22, Wander, , , UNIT_WARRIOR (393219), Move To: 16 43
76, 22, Wander, , , UNIT_WARRIOR (524292), Move To: 13 47
76, 22, Wander, , , UNIT_ARCHER (655366), Move To: 11 45
76, 23, Wander, , , UNIT_ARCHER (327680), Move To: 61 12
76, 23, Wander, , , UNIT_WARRIOR (131073), Move To: 58 17
76, 23, Wander, , , UNIT_WARRIOR (196610), Move To: 60 20
76, 23, Wander, , , UNIT_ARCHER (393219), Move To: 62 15
76, 23, Wander, , , UNIT_ARCHER (458756), Move To: 62 14
76, 23, Wander, , , UNIT_ARCHER (524293), Move To: 59 13
76, 23, Wander, , , UNIT_ARCHER (589830), Move To: 54 17
76, 23, Wander, , , UNIT_ARCHER (655367), Move To: 60 17
76, 24, Chase Target, TARGET_LOW_PRIORITY_UNIT, , UNIT_WARRIOR (196610), Move To: 55 41
76, 24, Chase Target, TARGET_LOW_PRIORITY_UNIT, , UNIT_ARCHER (589829), Move To: 55 41
76, 24, Wander, , , UNIT_ARCHER (458752), Move To: 61 42
76, 24, Wander, , , UNIT_ARCHER (393219), Move To: 61 41
76, 24, Wander, , , UNIT_ARCHER (655366), Move To: 59 41
76, 24, Wander, , , UNIT_ARCHER (720903), Move To: 59 39
76, 24, Wander, , , UNIT_ARCHER (786440), Move To: 58 44
76, 24, Wander, , , UNIT_ARCHER (851977), Move To: 59 43
76, 25, Wander, , , UNIT_WARRIOR (196610), Move To: 18 26
76, 25, Wander, , , UNIT_ARCHER (524292), Move To: 21 21
76, 25, Wander, , , UNIT_ARCHER (655365), Move To: 22 22
76, 25, Wander, , , UNIT_ARCHER (786438), Move To: 20 24
76, 63, Barbarian Rampage, TARGET_LOW_PRIORITY_UNIT, ?, UNIT_QUADRIREME (3145775), 55:13
76, 63, Barbarian Rampage, TARGET_ENEMY_PASSIVE_DISTRICT, ?, UNIT_QUADRIREME (4325441), 5:16
76, 63, Barbarian Rampage, TARGET_ENEMY_COMBAT_DISTRICT, ?, UNIT_QUADRIREME (5046348), 18:39
76, 63, Barbarian Rampage, TARGET_ENEMY_COMBAT_DISTRICT, ?, UNIT_QUADRIREME (7012458), 22:41
76, 63, Barbarian Rampage, TARGET_ENEMY_COMBAT_DISTRICT, ?, UNIT_QUADRIREME (8781957), 18:39
76, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (917517), AT: 14 2
76, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (2031646), AT: 61 2
76, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (9633938), AT: 28 7
76, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (524295), AT: 29 19
76, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (2752553), AT: 56 24
76, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (3211312), AT: 46 31
76, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (2228257), AT: 35 36
76, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1703961), AT: 81 37
76, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (10158234), AT: 15 38
76, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (10354845), AT: 54 41
76, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (786443), AT: 5 47
76, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1179665), AT: 20 47
76, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1310739), AT: 75 48
76, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1441813), AT: 57 50
76, 63, Move to safety, , , UNIT_WARRIOR (5701718), Current Danger: 11
76, 63, Move to safety, , , UNIT_WARRIOR (5701718), Current Danger: 25
76, 63, Wander, , , UNIT_WARRIOR (2621479), Move To: 28 20
76, 63, Wander, , , UNIT_WARRIOR (3407923), Move To: 77 45
76, 63, Wander, , , UNIT_SLINGER (4456515), Move To: 27 24
76, 63, Wander, , , UNIT_SLINGER (5308496), Move To: 76 45
76, 63, Wander, , , UNIT_QUADRIREME (6094940), Move To: 37 39
76, 63, Wander, , , UNIT_WARRIOR (6488162), Move To: 21 46
76, 63, Wander, , , UNIT_WARRIOR (6619236), Move To: 29 22
76, 63, Wander, , , UNIT_WARRIOR (6815847), Move To: 21 44
76, 63, Wander, , , UNIT_WARRIOR (7274606), Move To: 74 43
76, 63, Wander, , , UNIT_QUADRIREME (8061050), Move To: 35 34
76, 63, Wander, , , UNIT_ARCHER (8257661), Move To: 29 21
76, 63, Wander, , , UNIT_WARRIOR (8454272), Move To: 21 42
76, 63, Wander, , , UNIT_QUADRIREME (8650883), Move To: 17 5
76, 63, Wander, , , UNIT_WARRIOR (9437327), Move To: 76 46
76, 63, Wander, , , UNIT_ARCHER (9502864), Move To: 78 33
76, 63, Wander, , , UNIT_WARRIOR (9699475), Move To: 54 50
76, 63, Wander, , , UNIT_ARCHER (10027160), Move To: 63 5
76, 63, Wander, , , UNIT_WARRIOR (10485919), Move To: 29 18
76, 63, HL: Move To Safety, , , UNIT_SPEARMAN (10354845), Move To: 55 40
76, 63, HL: Move To Safety, , , UNIT_SCOUT (10420382), Move To: 56 38
76, 63, HL: Explore fallback, , , UNIT_SCOUT (589832), Move To: 25 30
76, 63, HL: Explore fallback, , , UNIT_SCOUT (5505107), Move To: 81 42
76, 63, HL: Explore fallback, , , UNIT_SCOUT (9896086), Move To: 44 34
76, 63, HL: End Turn, , , UNIT_SCOUT (589832)
76, 63, HL: End Turn, , , UNIT_SCOUT (1245202)
76, 63, HL: End Turn, , , UNIT_SCOUT (1769498)
76, 63, HL: End Turn, , , UNIT_SCOUT (5505107)
76, 63, HL: End Turn, , , UNIT_BUILDER (5636181)
76, 63, HL: End Turn, , , UNIT_SCOUT (8716420)
76, 63, HL: End Turn, , , UNIT_BUILDER (8913031)
76, 63, HL: End Turn, , , UNIT_SCOUT (9240716)
76, 63, HL: End Turn, , , UNIT_SCOUT (9896086)
77, 2, HL: Explore primary regions, , , UNIT_SCOUT (524294), Move To: 68 25
77, 2, HL: End Turn, , , UNIT_SCOUT (196608)
77, 2, HL: End Turn, , , UNIT_SCOUT (524294)
77, 8, Wander, , , UNIT_SLINGER (262144), Move To: 13 19
77, 8, Wander, , , UNIT_WARRIOR (131073), Move To: 15 20
77, 8, Wander, , , UNIT_ARCHER (720899), Move To: 7 22
77, 8, Wander, , , UNIT_ARCHER (524294), Move To: 14 18
77, 8, Wander, , , UNIT_ARCHER (589831), Move To: 6 21
77, 8, Wander, , , UNIT_ARCHER (655368), Move To: 13 16
77, 8, Wander, , , UNIT_ARCHER (786441), Move To: 13 24
77, 8, Wander, , , UNIT_ARCHER (851978), Move To: 12 21
77, 8, Wander, , , UNIT_ARCHER (917515), Move To: 10 23
77, 8, Wander, , , UNIT_ARCHER (983052), Move To: 12 24
77, 9, Wander, , , UNIT_WARRIOR (589824), Move To: 56 14
77, 9, Wander, , , UNIT_WARRIOR (131073), Move To: 58 10
77, 9, Wander, , , UNIT_WARRIOR (196610), Move To: 59 11
77, 9, Wander, , , UNIT_WARRIOR (327683), Move To: 55 13
77, 9, Wander, , , UNIT_WARRIOR (458756), Move To: 56 9
77, 9, Wander, , , UNIT_WARRIOR (524293), Move To: 57 12
77, 10, Wander, , , UNIT_ARCHER (458752), Move To: 16 23
77, 10, Wander, , , UNIT_WARRIOR (131073), Move To: 20 16
77, 10, Wander, , , UNIT_WARRIOR (196610), Move To: 17 18
77, 10, Wander, , , UNIT_ARCHER (655366), Move To: 19 18
77, 10, HL: End Turn, , , UNIT_SETTLER (720901)
77, 10, HL: End Turn, , , UNIT_BUILDER (786439)
77, 11, Wander, , , UNIT_WARRIOR (262144), Move To: 67 19
77, 11, Wander, , , UNIT_WARRIOR (196610), Move To: 64 20
77, 11, Wander, , , UNIT_ARCHER (327683), Move To: 64 18
77, 11, Wander, , , UNIT_ARCHER (393220), Move To: 63 22
77, 11, Wander, , , UNIT_ARCHER (458757), Move To: 64 19
77, 12, Wander, , , UNIT_WARRIOR (131073), Move To: 63 12
77, 12, Wander, , , UNIT_WARRIOR (196610), Move To: 68 8
77, 12, Wander, , , UNIT_ARCHER (393219), Move To: 66 8
77, 12, Wander, , , UNIT_HORSEMAN (720900), Move To: 66 13
77, 12, Wander, , , UNIT_HORSEMAN (589829), Move To: 69 9
77, 12, Wander, , , UNIT_HORSEMAN (655366), Move To: 66 11
77, 13, Wander, , , UNIT_WARRIOR (131073), Move To: 77 30
77, 13, Wander, , , UNIT_WARRIOR (196610), Move To: 75 26
77, 13, Wander, , , UNIT_ARCHER (589827), Move To: 76 31
77, 13, Wander, , , UNIT_ARCHER (458756), Move To: 77 28
77, 13, Wander, , , UNIT_ARCHER (524293), Move To: 74 25
77, 13, Wander, , , UNIT_ARCHER (655366), Move To: 75 27
77, 13, HL: End Turn, , , UNIT_BUILDER (720896)
77, 14, Wander, , , UNIT_WARRIOR (524289), Move To: 74 10
77, 14, Wander, , , UNIT_WARRIOR (196610), Move To: 75 14
77, 14, Wander, , , UNIT_ARCHER (786435), Move To: 77 12
77, 14, Wander, , , UNIT_WARRIOR (458756), Move To: 72 13
77, 14, Wander, , , UNIT_WARRIOR (655365), Move To: 78 13
77, 14, Wander, , , UNIT_ARCHER (720902), Move To: 75 13
77, 14, Wander, , , UNIT_ARCHER (851975), Move To: 78 12
77, 14, Wander, , , UNIT_ARCHER (917512), Move To: 79 14
77, 14, Wander, , , UNIT_ARCHER (983049), Move To: 77 11
77, 14, Wander, , , UNIT_ARCHER (1048586), Move To: 73 10
77, 14, HL: End Turn, , , UNIT_BUILDER (589824)
77, 15, Promote, , , UNIT_ARCHER (524288), 
77, 15, Wander, , , UNIT_ARCHER (655361), Move To: 63 13
77, 15, Wander, , , UNIT_WARRIOR (196610), Move To: 63 9
77, 15, Wander, , , UNIT_ARCHER (458756), Move To: 61 13
77, 15, Wander, , , UNIT_ARCHER (589829), Move To: 60 7
77, 15, HL: End Turn, , , UNIT_BUILDER (393219)
77, 16, Wander, , , UNIT_WARRIOR (393216), Move To: 27 16
77, 16, Wander, , , UNIT_WARRIOR (131073), Move To: 25 13
77, 16, Wander, , , UNIT_WARRIOR (196610), Move To: 24 11
77, 16, Wander, , , UNIT_ARCHER (589827), Move To: 24 12
77, 16, Wander, , , UNIT_WARRIOR (458756), Move To: 27 14
77, 16, Wander, , , UNIT_WARRIOR (524293), Move To: 27 13
77, 16, Wander, , , UNIT_ARCHER (655366), Move To: 26 16
77, 16, Wander, , , UNIT_ARCHER (720903), Move To: 27 12
77, 16, Wander, , , UNIT_ARCHER (786440), Move To: 29 11
77, 16, Wander, , , UNIT_ARCHER (851977), Move To: 30 12
77, 18, Wander, , , UNIT_ARCHER (458752), Move To: 71 33
77, 18, Wander, , , UNIT_ARCHER (589825), Move To: 70 28
77, 18, Wander, , , UNIT_WARRIOR (196610), Move To: 71 31
77, 18, Wander, , , UNIT_ARCHER (327683), Move To: 72 32
77, 18, Wander, , , UNIT_ARCHER (393220), Move To: 72 31
77, 18, Wander, , , UNIT_ARCHER (655366), Move To: 71 28
77, 18, HL: End Turn, , , UNIT_BUILDER (524293)
77, 19, Wander, , , UNIT_ARCHER (393216), Move To: 14 21
77, 19, Wander, , , UNIT_HORSEMAN (524289), Move To: 14 28
77, 19, Wander, , , UNIT_WARRIOR (196610), Move To: 16 21
77, 19, Wander, , , UNIT_HORSEMAN (458755), Move To: 16 28
77, 20, Heal, , , UNIT_WARRIOR (131073), 
77, 20, Wander, , , UNIT_WARRIOR (196610), Move To: 76 25
77, 20, Wander, , , UNIT_ARCHER (393220), Move To: 77 21
77, 20, Wander, , , UNIT_ARCHER (458757), Move To: 76 22
77, 20, Wander, , , UNIT_ARCHER (524294), Move To: 77 23
77, 20, Wander, , , UNIT_ARCHER (589831), Move To: 77 20
77, 20, HL: End Turn, , , UNIT_BUILDER (720896)
77, 21, Wander, , , UNIT_ARCHER (458752), Move To: 56 34
77, 21, Wander, , , UNIT_WARRIOR (196610), Move To: 56 33
77, 21, Wander, , , UNIT_WARRIOR (327683), Move To: 54 39
77, 21, Wander, , , UNIT_WARRIOR (393220), Move To: 60 38
77, 21, Wander, , , UNIT_ARCHER (524293), Move To: 54 37
77, 21, HL: End Turn, , , UNIT_BUILDER (655366)
77, 22, Wander, , , UNIT_WARRIOR (196610), Move To: 11 44
77, 22, Wander, , , UNIT_WARRIOR (393219), Move To: 17 41
77, 22, Wander, , , UNIT_WARRIOR (524292), Move To: 14 47
77, 22, Wander, , , UNIT_ARCHER (655366), Move To: 11 46
77, 23, Wander, , , UNIT_ARCHER (327680), Move To: 61 14
77, 23, Wander, , , UNIT_WARRIOR (131073), Move To: 57 17
77, 23, Wander, , , UNIT_WARRIOR (196610), Move To: 59 19
77, 23, Wander, , , UNIT_ARCHER (393219), Move To: 62 13
77, 23, Wander, , , UNIT_ARCHER (458756), Move To: 60 14
77, 23, Wander, , , UNIT_ARCHER (524293), Move To: 60 13
77, 23, Wander, , , UNIT_ARCHER (589830), Move To: 54 15
77, 23, Wander, , , UNIT_ARCHER (655367), Move To: 59 16
77, 24, Attack Units, TARGET_LOW_PRIORITY_UNIT, UNIT_SPEARMAN (10354845), UNIT_WARRIOR (196610), Expected Damage: 0, Move 56 41 Attack 55 41
77, 24, Attack Units, TARGET_LOW_PRIORITY_UNIT, UNIT_SPEARMAN (10354845), UNIT_ARCHER (589829), Expected Damage: 0, Move 57 41 Attack 55 41
77, 24, Chase Target, TARGET_LOW_PRIORITY_UNIT, , UNIT_WARRIOR (131073), Move To: 55 41
77, 24, Wander, , , UNIT_ARCHER (458752), Move To: 62 42
77, 24, Wander, , , UNIT_ARCHER (393219), Move To: 61 39
77, 24, Wander, , , UNIT_ARCHER (655366), Move To: 60 41
77, 24, Wander, , , UNIT_ARCHER (720903), Move To: 61 40
77, 24, Wander, , , UNIT_ARCHER (786440), Move To: 57 44
77, 24, Wander, , , UNIT_ARCHER (851977), Move To: 58 44
77, 24, Wander, , , UNIT_ARCHER (917514), Move To: 59 42
77, 25, Wander, , , UNIT_WARRIOR (196610), Move To: 18 24
77, 25, Wander, , , UNIT_ARCHER (524292), Move To: 20 21
77, 25, Wander, , , UNIT_ARCHER (655365), Move To: 21 23
77, 25, Wander, , , UNIT_ARCHER (786438), Move To: 21 24
77, 63, Barbarian Rampage, TARGET_LOW_PRIORITY_UNIT, ?, UNIT_QUADRIREME (3145775), 55:13
77, 63, Barbarian Rampage, TARGET_ENEMY_COMBAT_DISTRICT, ?, UNIT_QUADRIREME (5046348), 18:39
77, 63, Barbarian Rampage, TARGET_ENEMY_COMBAT_DISTRICT, ?, UNIT_QUADRIREME (7012458), 22:41
77, 63, Barbarian Rampage, TARGET_ENEMY_COMBAT_DISTRICT, ?, UNIT_QUADRIREME (8781957), 18:39
77, 63, Barbarian Rampage, TARGET_LOW_PRIORITY_UNIT, ?, UNIT_SCOUT (9044105), 69:5
